90,93.28,69.92,116.55,129.6,5,544.4
90,93.28,69.92,116.55,136.08,5,524.95
90,93.28,69.92,116.55,142.56,5,505.5
90,93.28,69.92,116.55,149.04,5,486.05
90,93.28,69.92,116.55,155.52,5,466.6
90,93.28,69.92,116.55,162,5,447.15
90,93.28,69.92,116.55,168.48,5,427.7
90,93.28,69.92,116.55,174.96,5,408.25
90,93.28,69.92,116.55,181.44,5,388.8
90,93.28,69.92,116.55,187.92,5,369.35
90,93.28,69.92,116.55,194.4,5,349.9
90,93.28,69.92,139.86,123.12,5,544.4
90,93.28,69.92,139.86,129.6,5,524.95
90,93.28,69.92,139.86,136.08,5,505.5
90,93.28,69.92,139.86,142.56,5,486.05
90,93.28,69.92,139.86,149.04,5,466.6
90,93.28,69.92,139.86,155.52,5,447.15
90,93.28,69.92,139.86,162,5,427.7
90,93.28,69.92,139.86,168.48,5,408.25
90,93.28,69.92,139.86,174.96,5,388.8
90,93.28,69.92,139.86,181.44,5,369.35
90,93.28,69.92,139.86,187.92,5,349.9
90,93.28,69.92,163.17,116.64,5,544.4
90,93.28,69.92,163.17,123.12,5,524.95
90,93.28,69.92,163.17,129.6,5,505.5
90,93.28,69.92,163.17,136.08,5,486.05
90,93.28,69.92,163.17,142.56,5,466.6
90,93.28,69.92,163.17,149.04,5,447.15
90,93.28,69.92,163.17,155.52,5,427.7
90,93.28,69.92,163.17,162,5,408.25
90,93.28,69.92,163.17,168.48,5,388.8
90,93.28,69.92,163.17,174.96,5,369.35
90,93.28,69.92,163.17,181.44,5,349.9
90,93.28,69.92,186.48,110.16,5,544.4
90,93.28,69.92,186.48,116.64,5,524.95
90,93.28,69.92,186.48,123.12,5,505.5
90,93.28,69.92,186.48,129.6,5,486.05
90,93.28,69.92,186.48,136.08,5,466.6
90,93.28,69.92,186.48,142.56,5,447.15
90,93.28,69.92,186.48,149.04,5,427.7
90,93.28,69.92,186.48,155.52,5,408.25
90,93.28,69.92,186.48,162,5,388.8
90,93.28,69.92,186.48,168.48,5,369.35
90,93.28,69.92,186.48,174.96,5,349.9
90,93.28,69.92,209.79,116.64,5,505.5
90,93.28,69.92,209.79,149.04,5,408.25
90,93.28,69.92,209.79,103.68,5,544.4
90,93.28,69.92,209.79,110.16,5,524.95
90,93.28,69.92,209.79,123.12,5,486.05
90,93.28,69.92,209.79,129.6,5,466.6
90,93.28,69.92,209.79,136.08,5,447.15
90,93.28,69.92,209.79,142.56,5,427.7
90,93.28,69.92,209.79,155.52,5,388.8
90,93.28,69.92,209.79,162,5,369.35
90,93.28,69.92,209.79,168.48,5,349.9
90,93.28,69.92,233.1,110.16,5,505.5
90,93.28,69.92,233.1,116.64,5,486.05
90,93.28,69.92,233.1,129.6,5,447.15
90,93.28,69.92,233.1,142.56,5,408.25
90,93.28,69.92,233.1,149.04,5,388.8
90,93.28,69.92,233.1,162,5,349.9
90,93.28,69.92,233.1,97.2,5,544.4
90,93.28,69.92,233.1,103.68,5,524.95
90,93.28,69.92,233.1,123.12,5,466.6
90,93.28,69.92,233.1,136.08,5,427.7
90,93.28,69.92,233.1,155.52,5,369.35
90,93.28,69.92,256.41,90.72,5,544.4
90,93.28,69.92,256.41,97.2,5,524.95
90,93.28,69.92,256.41,103.68,5,505.5
90,93.28,69.92,256.41,110.16,5,486.05
90,93.28,69.92,256.41,116.64,5,466.6
90,93.28,69.92,256.41,123.12,5,447.15
90,93.28,69.92,256.41,129.6,5,427.7
90,93.28,69.92,256.41,136.08,5,408.25
90,93.28,69.92,256.41,142.56,5,388.8
90,93.28,69.92,256.41,149.04,5,369.35
90,93.28,69.92,256.41,155.52,5,349.9
90,93.28,69.92,279.72,84.24,5,544.4
90,93.28,69.92,279.72,90.72,5,524.95
90,93.28,69.92,279.72,97.2,5,505.5
90,93.28,69.92,279.72,103.68,5,486.05
90,93.28,69.92,279.72,110.16,5,466.6
