90,93.28,29.15,116.55,174.92,5,544.4
90,93.28,29.15,116.55,181.4,5,524.95
90,93.28,29.15,116.55,187.88,5,505.5
90,93.28,29.15,116.55,194.36,5,486.05
90,93.28,29.15,116.55,200.84,5,466.6
90,93.28,29.15,116.55,207.32,5,447.15
90,93.28,29.15,139.86,168.44,5,544.4
90,93.28,29.15,139.86,174.92,5,524.95
90,93.28,29.15,139.86,181.4,5,505.5
90,93.28,29.15,139.86,187.88,5,486.05
90,93.28,29.15,139.86,194.36,5,466.6
90,93.28,29.15,139.86,200.84,5,447.15
90,93.28,29.15,139.86,207.32,5,427.7
90,93.28,29.15,163.17,161.96,5,544.4
90,93.28,29.15,163.17,168.44,5,524.95
90,93.28,29.15,163.17,174.92,5,505.5
90,93.28,29.15,163.17,181.4,5,486.05
90,93.28,29.15,163.17,187.88,5,466.6
90,93.28,29.15,163.17,194.36,5,447.15
90,93.28,29.15,163.17,200.84,5,427.7
90,93.28,29.15,163.17,207.32,5,408.25
90,93.28,29.15,186.48,155.48,5,544.4
90,93.28,29.15,186.48,161.96,5,524.95
90,93.28,29.15,186.48,168.44,5,505.5
90,93.28,29.15,186.48,174.92,5,486.05
90,93.28,29.15,186.48,181.4,5,466.6
90,93.28,29.15,186.48,187.88,5,447.15
90,93.28,29.15,186.48,194.36,5,427.7
90,93.28,29.15,186.48,200.84,5,408.25
90,93.28,29.15,186.48,207.32,5,388.8
90,93.28,29.15,209.79,161.96,5,505.5
90,93.28,29.15,209.79,194.36,5,408.25
90,93.28,29.15,209.79,149,5,544.4
90,93.28,29.15,209.79,155.48,5,524.95
90,93.28,29.15,209.79,168.44,5,486.05
90,93.28,29.15,209.79,174.92,5,466.6
90,93.28,29.15,209.79,181.4,5,447.15
90,93.28,29.15,209.79,187.88,5,427.7
90,93.28,29.15,209.79,200.84,5,388.8
90,93.28,29.15,209.79,207.32,5,369.35
90,93.28,29.15,233.1,155.48,5,505.5
90,93.28,29.15,233.1,161.96,5,486.05
90,93.28,29.15,233.1,174.92,5,447.15
90,93.28,29.15,233.1,187.88,5,408.25
90,93.28,29.15,233.1,194.36,5,388.8
90,93.28,29.15,233.1,207.32,5,349.9
90,93.28,29.15,233.1,142.52,5,544.4
90,93.28,29.15,233.1,149,5,524.95
90,93.28,29.15,233.1,168.44,5,466.6
90,93.28,29.15,233.1,181.4,5,427.7
90,93.28,29.15,233.1,200.84,5,369.35
90,93.28,29.15,256.41,136.04,5,544.4
90,93.28,29.15,256.41,142.52,5,524.95
90,93.28,29.15,256.41,149,5,505.5
90,93.28,29.15,256.41,155.48,5,486.05
90,93.28,29.15,256.41,161.96,5,466.6
90,93.28,29.15,256.41,168.44,5,447.15
90,93.28,29.15,256.41,174.92,5,427.7
90,93.28,29.15,256.41,181.4,5,408.25
90,93.28,29.15,256.41,187.88,5,388.8
90,93.28,29.15,256.41,194.36,5,369.35
90,93.28,29.15,256.41,200.84,5,349.9
90,93.28,29.15,279.72,129.56,5,544.4
90,93.28,29.15,279.72,136.04,5,524.95
90,93.28,29.15,279.72,142.52,5,505.5
90,93.28,29.15,279.72,149,5,486.05
90,93.28,29.15,279.72,155.48,5,466.6
90,93.28,29.15,279.72,161.96,5,447.15
90,93.28,29.15,279.72,168.44,5,427.7
90,93.28,29.15,279.72,174.92,5,408.25
90,93.28,29.15,279.72,181.4,5,388.8
90,93.28,29.15,279.72,187.88,5,369.35
90,93.28,29.15,279.72,194.36,5,349.9
90,93.28,29.15,303.03,123.08,5,544.4
90,93.28,29.15,303.03,129.56,5,524.95
90,93.28,29.15,303.03,136.04,5,505.5
